IdA,IdB,TextA,TextB,LenA,LenB,Levenshtein-Distance,Jaccard_Distance,Sentence_similarity_vect,similarity
http://www.politifact.com/truth-o-meter/statements/2008/jan/11/chain-email/not-a-muslim-not-mohammed/,http://www.politifact.com/truth-o-meter/statements/2008/jan/23/chain-email/obama-decried-farrakhans-racism/,Not a Muslim; not Mohammed,Obama decried Farrakhan's racism,26,32,26,0.0,0.45748955,18.75
http://www.politifact.com/truth-o-meter/statements/2008/aug/04/chain-email/bush-didnt-repeal-it-obama-would-expand-it/,http://www.politifact.com/truth-o-meter/statements/2008/aug/04/chain-email/larger-estates-will-be-taxed-just-like-now/,Bush didn't repeal it; Obama would expand it,"Larger estates will be taxed, just like now",44,43,39,0.0,0.41538092,11.363636363636365
http://www.politifact.com/truth-o-meter/statements/2013/dec/04/barack-obama/barack-obama-says-minimum-wage-higher-now-under-ha/,http://www.politifact.com/truth-o-meter/statements/2014/jan/29/barack-obama/barack-obama-says-minimum-wage-was-higher-during-r/,Barack Obama says minimum wage is lower now than under Harry Truman,Barack Obama says the minimum wage was higher during Ronald Reagan's first State of the Union,67,93,47,0.22727272727272727,0.6584922,49.46236559139785
http://www.politifact.com/rhode-island/statements/2012/sep/07/david-cicilline/u-s-rep-david-cicilline-says-when-he-was-mayor-pro/,http://www.politifact.com/rhode-island/statements/2013/nov/24/john-depetro/talk-show-host-john-depetro-says-providence-was-sa/,"U. S. Rep. David Cicilline says that when he was mayor of Providence, the city’s internal auditor was not blocked from accessing financial records",Talk show host John DePetro says Providence was a “sanctuary city” under Mayor David Cicilline,146,94,104,0.15151515151515152,0.74130917,28.767123287671236
http://www.politifact.com/new-hampshire/statements/2014/may/01/senate-majority-pac/senate-majority-pac-says-scott-brown-got-400k-big-/,http://www.politifact.com/new-hampshire/statements/2014/sep/05/jeanne-shaheen/jeanne-shaheen-says-big-oil-gave-scott-brown-45426/,Senate Majority PAC says Scott Brown got $400K in 'big oil' contributions,"Jeanne Shaheen says 'Big Oil' gave Scott Brown $454,260",73,55,58,0.3125,0.88225365,20.547945205479458
http://www.politifact.com/truth-o-meter/statements/2018/sep/24/donald-trump/did-nafta-kill-millions-jobs-donald-trump/,http://www.politifact.com/truth-o-meter/statements/2018/sep/24/donald-trump/donald-trump-has-point-NAFTA-shuttered/,Donald Trump says NAFTA killed millions of jobs. That's not proven,Donald Trump has a point that NAFTA shuttered thousands of plants,66,65,43,0.2222222222222222,0.8411168,34.84848484848485
http://www.politifact.com/florida/statements/2013/may/20/rick-scott/gov-rick-scott-sticking-altered-700000-jobs-promis/,http://www.politifact.com/florida/statements/2014/oct/14/charlie-crist/rick-scott-changed-terms-his-promise-create-700000/,"Gov. Rick Scott says he is almost halfway done with '700,000 jobs' promise","Rick Scott changed the terms of his promise to create 700,000 jobs on top of natural growth, ad says",74,100,66,0.14814814814814814,0.8154356,34.0
http://www.politifact.com/rhode-island/statements/2014/jun/29/kenneth-block/ken-block-knocks-republican-allan-fungs-donations-/,http://www.politifact.com/rhode-island/statements/2014/mar/23/allan-fung/allan-fung-says-he-had-pay-100-hazardous-materials/,Ken Block knocks Republican Allan Fung's donations to controversial Democrats,Allan Fung says he had to pay a $100 hazardous materials fee to the state when he hired a campaign manager,77,106,86,0.07692307692307693,0.5681292,18.867924528301884
http://www.politifact.com/florida/statements/2012/oct/25/adam-hasner/adam-hasner-says-lois-frankel-used-police-chopper-/,http://www.politifact.com/florida/statements/2012/oct/25/adam-hasner/lois-frankels-mayoral-bathroom-takes-hit-adam-hasn/,Adam Hasner says Lois Frankel used a police chopper to get to dinner party,Lois Frankel's mayoral bathroom takes a hit in Adam Hasner attack ad,74,68,59,0.19047619047619047,0.5749263,20.270270270270274
http://www.politifact.com/tennessee/statements/2012/jun/11/diane-black/tennessee-congresswoman-diane-black-says-jobless-r/,http://www.politifact.com/wisconsin/statements/2012/feb/29/reince-priebus/reince-priebus-says-unemployment-has-been-above-8-/,Tennessee Congresswoman Diane Black says jobless rate has been 8 percent or higher for 40 straight months,Reince Priebus says unemployment has been above 8 percent for a record 36 months,105,80,65,0.2916666666666667,0.86057025,38.095238095238095
http://www.politifact.com/truth-o-meter/statements/2009/jul/30/chain-email/no-free-health-care-illegal-immigrants-health-bill/,http://www.politifact.com/truth-o-meter/statements/2009/jul/30/chain-email/health-choices-commissioner-does-not-decide-your-h/,No free health care for illegal immigrants in the health bill,Health Choices Commissioner does not decide your health benefits,61,64,49,0.058823529411764705,0.7457158,23.4375
http://www.politifact.com/florida/statements/2015/oct/28/marco-rubio/when-attacked-missed-votes-marco-rubio-calls-out-b/,http://www.politifact.com/truth-o-meter/statements/2016/jan/03/rand-paul/rand-paul-overstates-missed-votes-ted-cruz-not-mar/,"When attacked for missed votes, Marco Rubio calls out Barack Obama and John Kerry for missing votes",Rand Paul overstates missed votes for Ted Cruz but not Marco Rubio,99,66,70,0.21739130434782608,0.65294015,29.292929292929294
http://www.politifact.com/truth-o-meter/statements/2014/jun/19/emilys-list/did-republican-senate-candidate-thom-tillis-cut-50/,http://www.politifact.com/truth-o-meter/statements/2014/oct/07/kay-hagan/debate-kay-hagan-says-thom-tillis-cut-education-50/,Did Republican Senate candidate Tillis cut $500 million from the North Carolina education budget?,"In debate, Kay Hagan says Thom Tillis cut education by $500 million",97,67,69,0.23809523809523808,0.9033097,28.865979381443296
http://www.politifact.com/truth-o-meter/statements/2012/sep/25/americans-tax-reform/anti-tax-group-says-obama-sent-450-million-china-b/,http://www.politifact.com/truth-o-meter/statements/2012/oct/01/americans-tax-reform/anti-tax-group-says-obamas-stimulus-led-jobs-china/,Anti-tax group says Obama sent $450 million to China to build Texas wind farm,"Anti-tax group says Obama's stimulus led to jobs in China, not U.S.",77,67,39,0.19047619047619047,0.7031945,49.350649350649356
http://www.politifact.com/truth-o-meter/statements/2011/nov/29/democratic-national-committee/dnc-ad-says-mitt-romney-flip-flopped-taxpayer-pled/,http://www.politifact.com/truth-o-meter/statements/2012/may/18/mitt-romney/did-mitt-romney-flip-flop-tarp/,DNC ad says Mitt Romney flip-flopped on taxpayer pledge,Did Mitt Romney flip-flop on TARP?,55,34,27,0.25,0.64823765,50.90909090909091
http://www.politifact.com/wisconsin/statements/2016/jun/27/scott-walker/scott-walker-right-there-are-more-people-working-e/,http://www.politifact.com/wisconsin/statements/2014/apr/27/scott-walker/scott-walker-says-2013-job-growth-wisconsin-was-be/,Is Scott Walker right that there are more people working than ever?,Scott Walker says 2013 job growth in Wisconsin was best since 1990s,67,67,50,0.09090909090909091,0.5253667,25.373134328358205
http://www.politifact.com/truth-o-meter/statements/2009/jun/11/mike-pence/pence-claims-obama-said-energy-costs-will-skyrocke/,http://www.politifact.com/truth-o-meter/statements/2009/nov/16/sarah-palin/obama-said-cap-and-trade-would-increase-electricit/,Pence claims that Obama said energy costs will skyrocket with a cap-and-trade plan,Obama said cap and trade would increase electricity rates,82,57,61,0.1,0.86595964,25.609756097560975
http://www.politifact.com/truth-o-meter/statements/2016/oct/07/tim-kaine/tim-kaine-said-trump-ticket-wants-deport-16-millio/,http://www.politifact.com/truth-o-meter/statements/2016/oct/25/hillary-clinton/hillary-clinton-exaggerates-saying-donald-trump-pl/,"Tim Kaine said Trump ticket wants to deport 16 million, end birthright citizenship",Hillary Clinton exaggerates by saying Donald Trump plans to deport 16 million people,82,84,69,0.18181818181818182,0.9096525,17.85714285714286
http://www.politifact.com/punditfact/statements/2015/aug/27/nicholas-kristof/more-americans-killed-guns-1968-all-wars-says-colu/,http://www.politifact.com/virginia/statements/2016/jan/26/virginia-center-public-safety/gun-control-group-says-more-americans-have-died-fi/,"More Americans killed by guns since 1968 than in all U.S. wars, columnist Nicholas Kristof writes",Gun control group says since 1963 more Americans have died by firearms than in all U.S. wars,97,92,75,0.32,0.9090228,22.680412371134018
http://www.politifact.com/rhode-island/statements/2012/sep/07/david-cicilline/u-s-rep-david-cicilline-says-when-he-was-mayor-pro/,http://www.politifact.com/rhode-island/statements/2012/jan/06/david-cicilline/us-rep-david-cicilline-says-providence-made-full-p/,"U. S. Rep. David Cicilline says that when he was mayor of Providence, the city’s internal auditor was not blocked from accessing financial records",U.S. Rep. David Cicilline says Providence made full pension contributions six of eight years that he was mayor,146,110,86,0.28125,0.59682703,41.0958904109589
http://www.politifact.com/truth-o-meter/statements/2011/jun/03/mitt-romney/mitt-romney-says-barack-obama-traveled-around-glob/,http://www.politifact.com/truth-o-meter/statements/2010/mar/15/mitt-romney/obama-remarks-never-true-apology/,Mitt Romney says Barack Obama ''traveled around the globe to apologize for America.”,Obama's remarks never a true 'apology',84,38,63,0.0,0.47535026,25.0
http://www.politifact.com/florida/statements/2014/aug/15/republican-party-florida/florida-gop-says-charlie-crist-made-it-easier-duke/,http://www.politifact.com/florida/statements/2014/aug/13/nextgen-climate/pac-accuses-rick-scott-letting-duke-energy-fleece-/,Florida GOP says Charlie Crist 'made it easier for Duke to take your money',PAC accuses Rick Scott of letting Duke Energy fleece customers,75,62,59,0.043478260869565216,0.49224824,21.333333333333336
http://www.politifact.com/rhode-island/statements/2014/aug/29/american-leadhership-pac/american-leadhership-pac-says-providence-has-had-1/,http://www.politifact.com/rhode-island/statements/2014/jul/16/angel-taveras/mayor-angel-taveras-says-high-school-graduation-ra/,American LeadHERship PAC says Providence has had 100 shootings each year of Angel Taveras' tenure,Mayor Angel Taveras says high school graduation rates are up in Providence,97,74,72,0.125,0.52286005,25.773195876288657
http://www.politifact.com/wisconsin/statements/2012/aug/10/eric-hovde/senate-rival-tommy-thompson-backs-obamacare-says-i/,http://www.politifact.com/wisconsin/statements/2011/sep/26/tommy-thompson/republican-tommy-thompson-says-club-growth-wiscons/,"Senate rival Tommy Thompson backs ''Obamacare,'' says it can't be repealed, fellow GOP candidate Eric Hovde says",Republican Tommy Thompson says Club for Growth Wisconsin ''has endorsed'' him for U.S. Senate,112,93,76,0.16,0.62637115,32.14285714285714
http://www.politifact.com/truth-o-meter/statements/2016/may/26/hillary-clinton/hillary-clinton-faults-donald-trump-hoping-real-es/,http://www.politifact.com/truth-o-meter/statements/2016/jul/26/elizabeth-warren/elizabeth-warren-says-donald-trump-was-excited-200/,Hillary Clinton faults Donald Trump for hoping for real estate crash that led to the Great Recession,Elizabeth Warren says Donald Trump was excited for 2008 housing crash,100,69,70,0.17391304347826086,0.772862,30.000000000000004
http://www.politifact.com/wisconsin/statements/2016/oct/07/paul-ryan/state-department-under-hillary-clinton-refused-sec/,http://www.politifact.com/wisconsin/statements/2014/may/19/ron-johnson/hillary-clintons-state-department-reduced-security/,"State Department under Hillary Clinton refused security requests for Benghazi, Paul Ryan says","Hillary Clinton's State Department cut security in Libya before deadly terror attacks, Sen. Ron Johnson says",93,108,73,0.20833333333333334,0.71441823,32.407407407407405
http://www.politifact.com/truth-o-meter/statements/2010/may/14/ed-schultz/schultz-claims-landrieu-got-18-million-bp-pac-and-/,http://www.politifact.com/georgia/statements/2012/mar/13/hank-johnson/congressman-roughly-half-super-pac-money-coming-su/,Schultz claims that Landrieu got $1.8 million in BP PAC and employee contributions,Congressman: Roughly half of super PAC money coming from ''super rich'',82,71,69,0.043478260869565216,0.75821674,15.85365853658537
http://www.politifact.com/rhode-island/statements/2012/oct/30/david-cicilline/us-rep-david-cicilline-says-he-voted-tougher-laws-/,http://www.politifact.com/rhode-island/statements/2012/oct/15/brendan-doherty/brendan-doherty-says-us-rep-david-cicilline-when-h/,"U.S. Rep. David Cicilline says he voted for tougher laws against child abusers, domestic abusers, when he was a Rhode Island state representative","Brendan Doherty says U.S. Rep. David Cicilline, when he was a state representative, opposed mandatory sentences for people convicted of domestic violence and child abuse",145,169,122,0.35294117647058826,0.8430815,27.810650887573964
http://www.politifact.com/truth-o-meter/statements/2013/jul/31/barack-obama/barack-obama-says-minimum-wage-pays-less-now-when-/,http://www.politifact.com/truth-o-meter/statements/2014/jan/29/barack-obama/barack-obama-says-minimum-wage-was-higher-during-r/,Barack Obama says minimum wage pays less now than when Ronald Reagan was sworn in,Barack Obama says the minimum wage was higher during Ronald Reagan's first State of the Union,81,93,43,0.30434782608695654,0.7662207,53.76344086021505
http://www.politifact.com/wisconsin/statements/2011/feb/17/ed-schultz/talk-show-host-ed-schultz-says-wisconsin-state-emp/,http://www.politifact.com/wisconsin/statements/2011/feb/18/scott-walker/wisconsin-gov-scott-walker-says-his-budget-repair-/,Talk show host Ed Schultz says Wisconsin state employees might lose 20 percent of their income under Gov. Scott Walker’s budget repair plan,Wisconsin Gov. Scott Walker says his budget-repair bill would leave collective bargaining “fully intact”,139,104,109,0.12121212121212122,0.46064112,21.58273381294964
http://www.politifact.com/truth-o-meter/statements/2012/jul/12/secure-america-now/ad-says-obama-apologized-showed-weakness-iran/,http://www.politifact.com/truth-o-meter/statements/2012/aug/31/mitt-romney/obama-first-interview-talk-iran/,"Ad says Obama apologized, showed weakness on Iran","In his first TV interview as president, Obama said we ''should talk to Iran,'' Romney charges",49,93,71,0.043478260869565216,0.6827169,23.655913978494624
http://www.politifact.com/truth-o-meter/statements/2011/jun/03/mitt-romney/mitt-romney-says-barack-obama-traveled-around-glob/,http://www.politifact.com/truth-o-meter/statements/2012/aug/31/mitt-romney/mitt-romney-said-barack-obama-began-his-presidency/,Mitt Romney says Barack Obama ''traveled around the globe to apologize for America.”,Mitt Romney said Barack Obama began his presidency with an apology tour,84,71,40,0.19047619047619047,0.84704816,52.38095238095239
http://www.politifact.com/rhode-island/statements/2014/jun/29/kenneth-block/ken-block-knocks-republican-allan-fungs-donations-/,http://www.politifact.com/rhode-island/statements/2014/oct/14/american-leadhership-pac/american-leadhership-ad-ignores-three-years-allan-/,Ken Block knocks Republican Allan Fung's donations to controversial Democrats,American LeadHERship ad ignores the three years Allan Fung didn't raise taxes,77,77,66,0.047619047619047616,0.5100858,14.28571428571429
http://www.politifact.com/truth-o-meter/statements/2011/nov/29/democratic-national-committee/dnc-ad-says-mitt-romney-flip-flopped-taxpayer-pled/,http://www.politifact.com/truth-o-meter/statements/2011/nov/28/democratic-national-committee/dnc-ad-says-mitt-romney-flip-flopped-abortion/,DNC ad says Mitt Romney flip-flopped on taxpayer pledge,DNC ad says Mitt Romney flip-flopped on abortion,55,48,13,0.7,0.8690015,76.36363636363637
http://www.politifact.com/truth-o-meter/statements/2016/jan/03/rand-paul/rand-paul-overstates-missed-votes-ted-cruz-not-mar/,http://www.politifact.com/truth-o-meter/statements/2015/sep/17/donald-trump/trump-says-marco-rubio-has-worst-voting-record-the/,Rand Paul overstates missed votes for Ted Cruz but not Marco Rubio,Donald Trump says Marco Rubio has 'worst voting record there is today',66,70,57,0.09090909090909091,0.6114422,18.571428571428573
http://www.politifact.com/virginia/statements/2014/oct/13/mark-warner/warner-embelishes-politifact-finding-gillespie-ad/,http://www.politifact.com/virginia/statements/2014/sep/28/ed-gillespie/gillespie/,Warner embelishes PolitiFact finding on Gillespie ad,Gillespie ad falsely tags Warner with PolitiFact's 'Lie of the Year' award,52,74,51,0.1875,0.60973537,31.081081081081084
http://www.politifact.com/truth-o-meter/statements/2016/feb/25/marco-rubio/rubio-we-wiped-out-obamacare-bailout-fund-insuranc/,http://www.politifact.com/florida/statements/2015/dec/07/marco-rubio/rubio-says-he-prevented-25-billion-obamacare-bailo/,Marco Rubio: We 'wiped out' Obamacare 'bailout fund' for insurance companies,Rubio says he prevented a $2.5 billion taxpayer bailout for Obamacare,76,69,59,0.1,0.73518455,22.368421052631582
http://www.politifact.com/truth-o-meter/statements/2013/may/20/michele-bachmann/michele-bachmann-says-irs-will-have-ability-delay-/,http://www.politifact.com/truth-o-meter/statements/2013/may/20/michele-bachmann/michele-bachmann-says-irs-going-be-charge-our-heal/,Michele Bachmann says IRS ''will have the ability'' to delay or deny health care,Michele Bachmann says the IRS is ''going to be in charge of our health care'',80,77,39,0.3181818181818182,0.71090984,51.24999999999999
http://www.politifact.com/truth-o-meter/statements/2008/oct/09/barack-obama/obama-ad-wrong-about-mccain-abortion-charge/,http://www.politifact.com/truth-o-meter/statements/2008/oct/09/bornalivetruth-org/abortion-survivor-would-have-been-protected-under-/,Obama ad wrong about McCain abortion charge,Abortion survivor would have been protected under existing law,43,62,49,0.06666666666666667,0.47459826,20.967741935483875
http://www.politifact.com/wisconsin/statements/2015/feb/13/scott-walker/did-scott-walker-flip-flip-budget-shortfall/,http://www.politifact.com/wisconsin/statements/2015/mar/27/state-democratic-party-wisconsin/has-scott-walker-been-rated-most-factually-challen/,Did Scott Walker flip-flop on how budget shortfalls are measured??,Has PolitiFact rated Scott Walker the nation's ''most factually-challenged'' politician?,66,88,64,0.1111111111111111,0.59951913,27.27272727272727
http://www.politifact.com/truth-o-meter/statements/2013/feb/21/barack-obama/barack-obama-says-sequestration-cuts-will-be-indis/,http://www.politifact.com/truth-o-meter/statements/2013/feb/22/barack-obama/barack-obama-says-sequester-could-force-prosecutor/,Barack Obama says sequestration cuts will be indiscriminate,Barack Obama says sequester could force prosecutors to 'let criminals go',59,73,35,0.1875,0.68457425,52.05479452054795
http://www.politifact.com/texas/statements/2011/sep/07/ron-paul/ron-paul-says-rick-perry-was-al-gores-campaign-cha/,http://www.politifact.com/texas/statements/2011/sep/07/debra-medina/debra-medina-claims-rick-perry-was-democrat-and-al/,Ron Paul says Rick Perry was Al Gore's campaign chairman not long ago,Debra Medina claims Rick Perry was a Democrat and Al Gore's campaign manager,69,76,47,0.3,0.75247204,38.1578947368421
http://www.politifact.com/truth-o-meter/statements/2013/sep/17/blog-posting/bloggers-say-warren-buffett-recently-turned-agains/,http://www.politifact.com/georgia/statements/2013/sep/27/tom-graves/rep-graves-wrong-about-buffetts-health-law-stance/,Bloggers say Warren Buffett recently turned against Obamacare,Rep. Graves wrong about Buffett's health law stance,61,51,43,0.0,0.6634778,29.508196721311474
http://www.politifact.com/truth-o-meter/statements/2012/feb/23/rick-santorum/rick-santorum-says-defense-spending-has-fallen-195/,http://www.politifact.com/truth-o-meter/statements/2012/feb/23/rick-santorum/rick-santorum-charts-explosion-federal-entitlement/,Rick Santorum says defense spending has fallen since 1958 as percent of federal budget,Rick Santorum charts explosion of federal entitlement spending since 1958,86,73,53,0.4117647058823529,0.7003367,38.372093023255815
http://www.politifact.com/florida/statements/2018/oct/08/andrew-gillum/andrew-gillum-says-crime-dropping-tallahassee/,http://www.politifact.com/florida/statements/2018/oct/08/ron-desantis/ron-desantis-says-tallahassee-mayor-andrew-gillum-/,Andrew Gillum says crime dropping in Tallahassee,Ron DeSantis says Tallahassee Mayor Andrew Gillum presided over the highest crime in Florida,48,92,71,0.4,0.6687989,22.826086956521742
http://www.politifact.com/colorado/statements/2016/sep/08/alternativepac/pac-backing-gary-johnson-says-dick-cheney-supporte/,http://www.politifact.com/truth-o-meter/statements/2015/jun/17/hillary-clinton/hillary-clinton-change-position-same-sex-marriage/,PAC backing Gary Johnson says Dick Cheney 'supported gay marriage sooner' than Hillary Clinton,Hillary Clinton’s changing position on same-sex marriage,94,56,70,0.10526315789473684,0.6126407,25.531914893617024
http://www.politifact.com/rhode-island/statements/2012/jun/25/christopher-blazejewski/state-rep-blazejewski-says-rhode-island-law-made-w/,http://www.politifact.com/rhode-island/statements/2012/jun/13/christopher-blazejewski/rep-christopher-blazejewski-says-most-dunkin-donut/,State Rep. Blazejewski says Rhode Island law made white lies misdemeanors if transmitted on the Internet.,Rep. Christopher Blazejewski says most Dunkin' Donuts tips don't go to employees,105,80,74,0.12,0.4762918,29.52380952380952
http://www.politifact.com/truth-o-meter/statements/2011/may/20/ameripac/conservative-pac-claims-democrats-banned-incandesc/,http://www.politifact.com/truth-o-meter/statements/2011/may/20/chain-email/conservative-group-claims-new-law-would-require-pe/,Conservative PAC claims Democrats banned incandescent light bulbs in favor of fluorescent light bulbs,Conservative group claims new law would require people to throw away existing light bulbs and replace with more efficient ones,101,126,73,0.14285714285714285,0.7654921,42.063492063492056
http://www.politifact.com/truth-o-meter/statements/2011/aug/22/rick-perry/rick-perry-says-more-and-more-scientists-are-quest/,http://www.politifact.com/truth-o-meter/statements/2011/aug/14/tim-pawlenty/do-scientists-disagree-about-global-warming/,Rick Perry says more and more scientists are questioning global warming,Do scientists disagree about global warming?,71,44,43,0.14285714285714285,0.7301665,39.43661971830986
http://www.politifact.com/truth-o-meter/statements/2009/jul/30/chain-email/health-care-exchange-governments-way-regulating-in/,http://www.politifact.com/truth-o-meter/statements/2009/jul/30/chain-email/no-free-health-care-illegal-immigrants-health-bill/,Health care exchange is government's way of regulating insurers,No free health care for illegal immigrants in the health bill,63,61,49,0.11764705882352941,0.44020668,22.22222222222222
http://www.politifact.com/florida/statements/2018/oct/15/andrew-gillum/andrew-gillum-unemployment-claim/,http://www.politifact.com/florida/statements/2018/oct/15/andrew-gillum/gillum-increase-low-wage-florida-jobs/,Andrew Gillum's Pants on Fire claim on Florida's low unemployment rate,Is Florida's economy propped up by low-wage jobs? Gillum says yes,70,65,56,0.05,0.7982528,19.999999999999996
http://www.politifact.com/wisconsin/statements/2015/feb/13/scott-walker/did-scott-walker-flip-flip-budget-shortfall/,http://www.politifact.com/wisconsin/statements/2014/dec/18/scott-walker/scott-walker-says-hes-got-himself-thank-his-tax-bi/,Did Scott Walker flip-flop on how budget shortfalls are measured??,Scott Walker says he's got himself to thank for his tax bill going down,66,71,51,0.09090909090909091,0.5824979,28.169014084507037
http://www.politifact.com/truth-o-meter/statements/2011/oct/14/mitt-romney/mitt-romney-attack-barack-obama-over-boeing-plant-/,http://www.politifact.com/truth-o-meter/statements/2012/jan/05/mitt-romney/mitt-romney-ad-says-labor-board-tried-block-boeing/,Mitt Romney attack Barack Obama over Boeing plant question,Mitt Romney ad says labor board tried to block Boeing from building factory in South Carolina,58,93,57,0.13636363636363635,0.73125976,38.70967741935484
http://www.politifact.com/truth-o-meter/statements/2016/jun/13/donald-trump/donald-trump-says-hillary-clinton-wants-let-500-pe/,http://www.politifact.com/truth-o-meter/statements/2016/jul/20/newt-gingrich/gingrich-says-clinton-wants-increase-number-syrian/,Donald Trump says Hillary Clinton wants to let 500 percent more Syrians into the U.S.,Newt Gingrich says Hillary Clinton wants to increase number of Syrian refugees by 500 percent,85,93,50,0.30434782608695654,0.9158262,46.23655913978495
http://www.politifact.com/truth-o-meter/statements/2015/oct/08/hillary-clinton/hillary-clinton-now-opposes-trans-pacific-partners/,http://www.politifact.com/truth-o-meter/statements/2015/oct/13/hillary-clinton/what-hillary-clinton-really-said-about-tpp-and-gol/,Hillary Clinton flip-flops on Trans-Pacific Partnership,What Hillary Clinton really said about TPP and the 'gold standard',55,66,43,0.13333333333333333,0.6401277,34.84848484848485
http://www.politifact.com/rhode-island/statements/2012/sep/30/brendan-doherty/brendan-doherty-says-most-david-cicilline-campaign/,http://www.politifact.com/rhode-island/statements/2012/sep/30/david-cicilline/us-rep-david-cicilline-says-republican-opponent-br/,Brendan Doherty says most of the David Cicilline campaign is funded by big political action committees,U.S. Rep. David Cicilline says Republican opponent Brendan Doherty wants to repeal Obamacare and increase drug prices for seniors,102,129,104,0.16666666666666666,0.4692619,19.379844961240313
http://www.politifact.com/texas/statements/2012/apr/11/charlie-gonzalez/us-rep-charlie-gonzalez-says-arizona-mitt-romney-s/,http://www.politifact.com/truth-o-meter/statements/2012/oct/17/barack-obama/barack-obama-says-says-mitt-romney-called-arizona-/,"U.S. Rep. Charlie Gonzalez says that in Arizona, Mitt Romney said the state’s SB 1070 law should be model for nation",Barack Obama says Mitt Romney called the Arizona immigration law a 'model for the nation.',116,90,76,0.20689655172413793,0.909533,34.48275862068966
http://www.politifact.com/truth-o-meter/statements/2015/jan/21/barack-obama/obama-obama-2010-us-has-created-more-jobs-all-adva/,http://www.politifact.com/truth-o-meter/statements/2014/nov/18/barack-obama/obama-us-has-put-more-people-back-work-all-other-a/,"Obama: Since 2010, U.S. has created more jobs than 'all advanced economies combined'",Obama: U.S. has put more people 'back to work' than all other advanced economies combined,84,89,43,0.3333333333333333,0.9168328,51.685393258426956
http://www.politifact.com/wisconsin/statements/2015/mar/13/scott-walker/scott-walker-loves-hates-federal-ethanol-mandate/,http://www.politifact.com/wisconsin/statements/2015/mar/27/state-democratic-party-wisconsin/has-scott-walker-been-rated-most-factually-challen/,Has Scott Walker changed his view on ethanol mandates?,Has PolitiFact rated Scott Walker the nation's ''most factually-challenged'' politician?,54,88,60,0.1875,0.4734735,31.818181818181824
http://www.politifact.com/wisconsin/statements/2012/may/06/tom-barrett/dem-recall-candidate-tom-barrett-says-gop-wisconsi/,http://www.politifact.com/wisconsin/statements/2011/dec/14/kathleen-falk/potential-recall-candidate-kathleen-falk-says-job-/,Dem recall candidate Tom Barrett says GOP Wisconsin Gov. Scott Walker ''caused'' top job losses in U.S.,Potential recall candidate Kathleen Falk says job losses under Wisconsin Gov. Scott Walker worst in ''decades'',103,111,65,0.43478260869565216,0.87575185,41.44144144144144
http://www.politifact.com/rhode-island/statements/2012/jan/06/david-cicilline/us-rep-david-cicilline-says-providence-made-full-p/,http://www.politifact.com/rhode-island/statements/2012/sep/14/brendan-doherty/brendan-doherty-says-incumbent-us-rep-david-cicill/,U.S. Rep. David Cicilline says Providence made full pension contributions six of eight years that he was mayor,"Brendan Doherty says incumbent U.S. Rep. David Cicilline, as Providence mayor, intentionally missed deadlines for providing information to the city's external auditors",110,167,104,0.14285714285714285,0.44212973,37.72455089820359
http://www.politifact.com/truth-o-meter/statements/2015/aug/06/john-kasich/kasich-i-took-state-ohio-8-billion-hole-2-billion-/,http://www.politifact.com/california/statements/2016/mar/08/arnold-schwarzenegger/arnold-schwarzeneggers-claim-about-ohios-financial/,John Kasich: 'I took the state of Ohio from an $8 billion hole … to a $2 billion surplus',Did Arnold Schwarzenegger bend the truth with John Kasich claim?,89,64,74,0.07692307692307693,0.31525147,16.85393258426966
http://www.politifact.com/rhode-island/statements/2010/jun/27/mark-zaccaria/zaccaria-says-langevin-votes-party-line-about-98-p/,http://www.politifact.com/rhode-island/statements/2010/jun/27/mark-zaccaria/zaccaria-says-langevin-has-been-most-reliable-vote/,Zaccaria says Langevin votes the party line about 98 percent of the time,Zaccaria says Langevin has been the most reliable vote for Speaker Pelosi.,72,74,38,0.2,0.67997134,48.64864864864865
http://www.politifact.com/florida/statements/2014/jun/06/democratic-congressional-campaign-committee/ileana-ros-lehtinen-voted-against-va-backlog-fixes/,http://www.politifact.com/wisconsin/statements/2014/jun/16/democratic-congressional-campaign-committee/democratic-group-says-rep-sean-duffy-voted-against/,Democratic group says Ileana Ros-Lehtinen voted against VA backlog fixes,Democratic group says Rep. Sean Duffy has a long record of votes against VA backlog fixes,72,89,30,0.3684210526315789,0.6581415,66.29213483146069
http://www.politifact.com/truth-o-meter/statements/2011/nov/28/democratic-national-committee/dnc-ad-says-mitt-romney-flip-flopped-abortion/,http://www.politifact.com/truth-o-meter/statements/2012/may/15/mitt-romney/mitt-romney-evolved-significantly-his-position-abo/,DNC ad says Mitt Romney flip-flopped on abortion,Mitt Romney evolved significantly in his position on abortion,48,61,41,0.3076923076923077,0.68614054,32.786885245901644
http://www.politifact.com/wisconsin/statements/2014/jan/31/brett-hulsey/rep-brett-hulsey-says-wisconsin-has-created-fewer-/,http://www.politifact.com/wisconsin/statements/2014/apr/27/scott-walker/scott-walker-says-2013-job-growth-wisconsin-was-be/,Rep. Brett Hulsey says Wisconsin has created fewer jobs every year Scott Walker has been governor,Scott Walker says 2013 job growth in Wisconsin was best since 1990s,97,67,71,0.17391304347826086,0.66946113,26.80412371134021
